"nome","nome-2","numero","digito","nome-3","id","nome-4"
"Banco Bradesco S.A.","Agência número 1 do banco Banco Bradesco S.A.",282639475,4,"Mécia Soto",643,"Débito"
"Caixa Econômica Federal","Agência número 77 do banco Caixa Econômica Federal",384674782,6,"Sílvia Estrella",644,"Débito"
"Banco Itaú S.A.","Agência número 34 do banco Banco Itaú S.A.",50046444,8,"Greice Rico",645,"Débito"
"Caixa Econômica Federal","Agência número 70 do banco Caixa Econômica Federal",182514182,1,"Juçara Cabeça de Vaca",646,"Débito"
"Banco do Brasil S.A.","Agência número 35 do banco Banco do Brasil S.A.",281833930,4,"Emílio Vega",647,"Débito"
"Banco Bradesco S.A.","Agência número 8 do banco Banco Bradesco S.A.",329523173,7,"Judá Villar",648,"Débito"
"Banco Itaú S.A.","Agência número 17 do banco Banco Itaú S.A.",120831779,6,"Palmiro Freitas",649,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 1 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",378889628,6,"Teodoro Almeyda",650,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 6 do banco Banco Santander (Brasil) S.A.",369692311,6,"Ubiratã Marmou",651,"Débito"
"Banco Bradesco S.A.","Agência número 17 do banco Banco Bradesco S.A.",157574169,5,"Sebastião Jaguaribe",652,"Débito"
"Banco Bradesco S.A.","Agência número 19 do banco Banco Bradesco S.A.",14767465,2,"Vasco Fuentes",653,"Débito"
"Banco Bradesco S.A.","Agência número 19 do banco Banco Bradesco S.A.",184481231,5,"Mariano Albuquerque",654,"Débito"
"Caixa Econômica Federal","Agência número 88 do banco Caixa Econômica Federal",92658814,4,"Elias Ipanema",655,"Débito"
"Banco Itaú S.A.","Agência número 2 do banco Banco Itaú S.A.",201484438,0,"Caím Quintão",656,"Débito"
"Citibank N.A.","Agência número 13 do banco Citibank N.A.",45021305,5,"Aurélia Noronha",657,"Débito"
"Caixa Econômica Federal","Agência número 10 do banco Caixa Econômica Federal",343698402,2,"Susana Noguera",658,"Débito"
"Caixa Econômica Federal","Agência número 98 do banco Caixa Econômica Federal",332447931,6,"Roseli Salomão",659,"Débito"
"Caixa Econômica Federal","Agência número 8 do banco Caixa Econômica Federal",114263257,8,"Iberê Siqueira",660,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 21 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",238231361,4,"Rogério Carmona",661,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 24 do banco Banco Santander (Brasil) S.A.",142177674,8,"Augusto Curado",662,"Débito"
"Citibank N.A.","Agência número 16 do banco Citibank N.A.",106523513,8,"Hermenegildo Sosa",663,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 20 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",305117207,0,"Gilda Franca",664,"Débito"
"Banco do Brasil S.A.","Agência número 42 do banco Banco do Brasil S.A.",271203609,8,"Antónia Cidreira",665,"Débito"
"Caixa Econômica Federal","Agência número 34 do banco Caixa Econômica Federal",401129052,2,"Júlia Quintela",666,"Débito"
"Caixa Econômica Federal","Agência número 24 do banco Caixa Econômica Federal",44294555,7,"Emídio Veríssimo",667,"Débito"
"Banco Bradesco S.A.","Agência número 15 do banco Banco Bradesco S.A.",341282703,8,"Zuleica Larangeira",668,"Débito"
"Caixa Econômica Federal","Agência número 73 do banco Caixa Econômica Federal",372106632,3,"Nivaldo Ramírez",669,"Crédito"
"Banco do Brasil S.A.","Agência número 43 do banco Banco do Brasil S.A.",25081812,0,"Clementina Gabeira",670,"Crédito"
"Banco Votorantim S.A.","Agência número 4 do banco Banco Votorantim S.A.",14118439,3,"Diógenes Novaes",671,"Crédito"
"Caixa Econômica Federal","Agência número 83 do banco Caixa Econômica Federal",51673812,6,"Timóteo Doutel",672,"Crédito"
"Caixa Econômica Federal","Agência número 65 do banco Caixa Econômica Federal",241144408,8,"Guida Teodoro",673,"Crédito"
"Banco do Brasil S.A.","Agência número 27 do banco Banco do Brasil S.A.",153273940,8,"Deolindo Pinho",674,"Crédito"
"Banco Itaú S.A.","Agência número 7 do banco Banco Itaú S.A.",397059706,0,"Cristiano Quinteiro",675,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 22 do banco Banco Santander (Brasil) S.A.",300804522,7,"Clarisse Paula",676,"Crédito"
"Caixa Econômica Federal","Agência número 66 do banco Caixa Econômica Federal",13854824,5,"Remo Avelar",677,"Crédito"
"Caixa Econômica Federal","Agência número 89 do banco Caixa Econômica Federal",202584093,3,"Guadalupe Macedo",678,"Crédito"
"Banco Itaú S.A.","Agência número 16 do banco Banco Itaú S.A.",308257129,6,"Leonir Cyrne",679,"Crédito"
"Caixa Econômica Federal","Agência número 77 do banco Caixa Econômica Federal",315515906,2,"Lavínia Peçanha",680,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 12 do banco Banco Santander (Brasil) S.A.",403377721,3,"Gabriel Raminhos",681,"Crédito"
"Banco Itaú S.A.","Agência número 27 do banco Banco Itaú S.A.",117059620,3,"Ismael Valverde",682,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 11 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",336371340,0,"Odete Carvajal",683,"Crédito"
"Banco Bradesco S.A.","Agência número 1 do banco Banco Bradesco S.A.",282639475,4,"Mécia Soto",684,"Crédito"
"Banco do Brasil S.A.","Agência número 19 do banco Banco do Brasil S.A.",319089332,7,"Gisela Azenha",685,"Crédito"
"Banco Bradesco S.A.","Agência número 19 do banco Banco Bradesco S.A.",294600697,0,"Bartolomeu Mendoza",686,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 19 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",366988259,2,"Leonor Garcia",687,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 29 do banco Banco Santander (Brasil) S.A.",135452660,5,"Siquenique Taborda",688,"Crédito"
"Banco do Brasil S.A.","Agência número 50 do banco Banco do Brasil S.A.",267909423,3,"Ramiro Viégas",689,"Crédito"
"Banco Itaú S.A.","Agência número 4 do banco Banco Itaú S.A.",276108961,3,"Maura Capanema",690,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 16 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",357659616,8,"Godinho ou Godim Felgueiras",691,"Crédito"
"Banco Panamericano S.A.","Agência número 3 do banco Banco Panamericano S.A.",249749655,5,"Angélico Aragón",692,"Crédito"
"Caixa Econômica Federal","Agência número 71 do banco Caixa Econômica Federal",332346818,0,"Ricardo Garcés",693,"Crédito"
"Banco do Brasil S.A.","Agência número 6 do banco Banco do Brasil S.A.",193291495,2,"Juliano Rodrigues",694,"Crédito"
"Banco do Brasil S.A.","Agência número 44 do banco Banco do Brasil S.A.",234700334,4,"Vítor ou Victor Malheiros",695,"Crédito"
"Caixa Econômica Federal","Agência número 5 do banco Caixa Econômica Federal",2681146,7,"Fiona Nóbrega",696,"Crédito"
"Caixa Econômica Federal","Agência número 26 do banco Caixa Econômica Federal",209234587,8,"Daniel Alcántara",697,"Crédito"
"Caixa Econômica Federal","Agência número 40 do banco Caixa Econômica Federal",273600731,3,"Donato Lacerda",698,"Crédito"
"Banco do Brasil S.A.","Agência número 49 do banco Banco do Brasil S.A.",364941217,4,"Leopoldina Varanda",699,"Crédito"
"Caixa Econômica Federal","Agência número 77 do banco Caixa Econômica Federal",384674782,6,"Sílvia Estrella",700,"Crédito"
"Banco Itaú S.A.","Agência número 12 do banco Banco Itaú S.A.",278633277,7,"António Cysneiros",701,"Crédito"
"Caixa Econômica Federal","Agência número 74 do banco Caixa Econômica Federal",196779169,8,"Raquel Guzmán",702,"Crédito"
"Caixa Econômica Federal","Agência número 94 do banco Caixa Econômica Federal",290489730,3,"Polibe Rios",703,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 1 do banco Banco Santander (Brasil) S.A.",27027541,4,"Roberta Assumpção",704,"Crédito"
"Caixa Econômica Federal","Agência número 70 do banco Caixa Econômica Federal",182514182,1,"Juçara Cabeça de Vaca",705,"Crédito"
"Caixa Econômica Federal","Agência número 39 do banco Caixa Econômica Federal",58862980,2,"Norberto Canadas",706,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 5 do banco Banco Santander (Brasil) S.A.",328901157,0,"Ismael Uchoa",707,"Crédito"
"Banco Bradesco S.A.","Agência número 2 do banco Banco Bradesco S.A.",304599744,5,"Alexandre Lancastre",708,"Crédito"
"Banco Bradesco S.A.","Agência número 16 do banco Banco Bradesco S.A.",131349549,7,"Manuela Carvalhosa",709,"Crédito"
"Caixa Econômica Federal","Agência número 79 do banco Caixa Econômica Federal",185944483,8,"Henrique Pinhal",710,"Crédito"
"Banco Itaú S.A.","Agência número 2 do banco Banco Itaú S.A.",99943025,7,"Selma Rúa",711,"Crédito"
"Banco do Brasil S.A.","Agência número 42 do banco Banco do Brasil S.A.",271203609,8,"Antónia Cidreira",712,"Crédito"
"Banco do Brasil S.A.","Agência número 40 do banco Banco do Brasil S.A.",125219232,8,"Dirceu Peláez",713,"Crédito"
"Banco Bradesco S.A.","Agência número 7 do banco Banco Bradesco S.A.",269069867,2,"Deise Graça",714,"Crédito"
"Banco Itaú S.A.","Agência número 1 do banco Banco Itaú S.A.",430754320,4,"Ítalo Caires",715,"Crédito"
"Banco do Brasil S.A.","Agência número 12 do banco Banco do Brasil S.A.",343925259,8,"Zulmira Toledo",716,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 22 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",76253486,6,"Denise Bogalho",717,"Crédito"
"Citibank N.A.","Agência número 12 do banco Citibank N.A.",53696318,6,"Alda Benavides",718,"Crédito"
"Banco do Brasil S.A.","Agência número 25 do banco Banco do Brasil S.A.",293238749,6,"Teodorico Castelão",719,"Crédito"
"Citibank N.A.","Agência número 8 do banco Citibank N.A.",145805591,2,"Alceste Felgueiras",720,"Crédito"
"Banco Bradesco S.A.","Agência número 28 do banco Banco Bradesco S.A.",345939483,1,"Lázaro Veiga",721,"Crédito"
"Citibank N.A.","Agência número 7 do banco Citibank N.A.",23691884,8,"Quintino Tavares",722,"Crédito"
"Caixa Econômica Federal","Agência número 8 do banco Caixa Econômica Federal",310329511,7,"Solange Negromonte",723,"Crédito"
"Caixa Econômica Federal","Agência número 90 do banco Caixa Econômica Federal",187035200,8,"Lúcio Villégas",724,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 19 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",343019537,2,"Zacarias Domínguez",725,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 8 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",123066776,5,"Valentina Bivar",726,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 19 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",25574239,0,"Palmira Neiva",727,"Crédito"
"Caixa Econômica Federal","Agência número 45 do banco Caixa Econômica Federal",262817224,4,"Aniana Faia",728,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 3 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",78052423,7,"Teresa Fiestas",729,"Crédito"
"Banco Itaú S.A.","Agência número 24 do banco Banco Itaú S.A.",386436835,3,"Deolindo Azeredo",730,"Crédito"
"Caixa Econômica Federal","Agência número 3 do banco Caixa Econômica Federal",398389701,8,"Carolina Torres",731,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 3 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",308188397,7,"Natália Bezerra",732,"Crédito"
"Caixa Econômica Federal","Agência número 67 do banco Caixa Econômica Federal",197457840,4,"Flor Castilhos",733,"Crédito"
"Citibank N.A.","Agência número 4 do banco Citibank N.A.",305267511,3,"Evandro Lobo",734,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 19 do banco Banco Santander (Brasil) S.A.",53306245,5,"Astolfo Viera",735,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 25 do banco Banco Santander (Brasil) S.A.",262245541,4,"Minervina Blanco",736,"Crédito"
"Citibank N.A.","Agência número 13 do banco Citibank N.A.",239033258,0,"Diógenes Pimienta",737,"Crédito"
"Banco do Brasil S.A.","Agência número 26 do banco Banco do Brasil S.A.",93598696,7,"Liedson Dias",738,"Crédito"
"Banco do Brasil S.A.","Agência número 46 do banco Banco do Brasil S.A.",149882870,8,"Sancho Cardin",739,"Crédito"
"Caixa Econômica Federal","Agência número 83 do banco Caixa Econômica Federal",78037356,2,"Zacarias Varela",740,"Crédito"
"Caixa Econômica Federal","Agência número 40 do banco Caixa Econômica Federal",24048895,8,"Patrícia Meira",741,"Crédito"
"Caixa Econômica Federal","Agência número 12 do banco Caixa Econômica Federal",255958283,5,"Milu Velásquez",742,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 8 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",12481557,1,"Luís Rivas",743,"Crédito"
"Banco Itaú S.A.","Agência número 34 do banco Banco Itaú S.A.",50046444,8,"Greice Rico",744,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 1 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",378889628,6,"Teodoro Almeyda",745,"Crédito"
"Caixa Econômica Federal","Agência número 59 do banco Caixa Econômica Federal",384760621,4,"Astolfo Telles",746,"Crédito"
"Banco Itaú S.A.","Agência número 27 do banco Banco Itaú S.A.",373415894,7,"Clementina Alvim",747,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 5 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",109408088,5,"Dália Villégas",748,"Crédito"
"Caixa Econômica Federal","Agência número 58 do banco Caixa Econômica Federal",226031949,6,"Irene Mortágua",749,"Crédito"
"Banco do Brasil S.A.","Agência número 28 do banco Banco do Brasil S.A.",284779153,0,"Bernardina Moita",750,"Crédito"
"Citibank N.A.","Agência número 10 do banco Citibank N.A.",301678419,2,"Mileide Marroquim",751,"Crédito"
"Banco Bradesco S.A.","Agência número 15 do banco Banco Bradesco S.A.",341282703,8,"Zuleica Larangeira",752,"Crédito"
"Banco do Brasil S.A.","Agência número 39 do banco Banco do Brasil S.A.",319852908,3,"Ofélia Fróis",753,"Crédito"
"Banco do Brasil S.A.","Agência número 9 do banco Banco do Brasil S.A.",59256727,5,"Natacha Vásquez",754,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 16 do banco Banco Santander (Brasil) S.A.",374955132,8,"Edgar Gallindo",755,"Crédito"
"Citibank N.A.","Agência número 8 do banco Citibank N.A.",71822855,0,"Eloi Casqueira",756,"Crédito"
"Caixa Econômica Federal","Agência número 28 do banco Caixa Econômica Federal",367385521,2,"Vanda Viegas",757,"Crédito"
"Caixa Econômica Federal","Agência número 39 do banco Caixa Econômica Federal",339694786,1,"Ubiratã Camello",758,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 1 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",127838726,4,"Laís Belchiorinho",759,"Crédito"
"Citibank N.A.","Agência número 13 do banco Citibank N.A.",45021305,5,"Aurélia Noronha",760,"Crédito"
"Banco Itaú S.A.","Agência número 29 do banco Banco Itaú S.A.",15769960,4,"Ubirajara Siqueira",761,"Crédito"
"Banco do Brasil S.A.","Agência número 5 do banco Banco do Brasil S.A.",15140549,8,"Miriam Tévez",762,"Crédito"
"Citibank N.A.","Agência número 16 do banco Citibank N.A.",106523513,8,"Hermenegildo Sosa",763,"Crédito"
"Banco do Brasil S.A.","Agência número 20 do banco Banco do Brasil S.A.",158562267,0,"Guiomar Vale",764,"Crédito"
"Banco Itaú S.A.","Agência número 7 do banco Banco Itaú S.A.",15822670,1,"Célia Alancastre",765,"Crédito"
"Banco do Brasil S.A.","Agência número 29 do banco Banco do Brasil S.A.",353286653,8,"Romano Mena",766,"Crédito"
"Banco Votorantim S.A.","Agência número 4 do banco Banco Votorantim S.A.",267269132,5,"Eva Cunha",767,"Crédito"
"Banco Bradesco S.A.","Agência número 13 do banco Banco Bradesco S.A.",64146061,0,"Ilduara Bulhão",768,"Crédito"
"Caixa Econômica Federal","Agência número 57 do banco Caixa Econômica Federal",423488548,1,"Eugénio Góis",769,"Crédito"
"Banco do Brasil S.A.","Agência número 41 do banco Banco do Brasil S.A.",110763269,6,"Beatriz Pari",770,"Crédito"
"Banco Bradesco S.A.","Agência número 6 do banco Banco Bradesco S.A.",125418832,0,"Vicente Quintela",771,"Crédito"
"Banco Bradesco S.A.","Agência número 1 do banco Banco Bradesco S.A.",233342431,4,"Belchior Tomé",772,"Crédito"
"Banco do Brasil S.A.","Agência número 9 do banco Banco do Brasil S.A.",402464325,6,"Selma Rúa",773,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 4 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",81061872,8,"Alarico Pino",774,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 1 do banco Banco Santander (Brasil) S.A.",394141331,1,"Gláucia Salguero",775,"Crédito"
"Caixa Econômica Federal","Agência número 55 do banco Caixa Econômica Federal",161995280,8,"Lúcio Villégas",776,"Crédito"
"Caixa Econômica Federal","Agência número 4 do banco Caixa Econômica Federal",363866700,4,"Valério Cordeiro",777,"Crédito"
"Citibank N.A.","Agência número 6 do banco Citibank N.A.",264454988,2,"Paulina Quiroga",778,"Crédito"
"Banco do Brasil S.A.","Agência número 35 do banco Banco do Brasil S.A.",278539794,3,"Alzira Mesquita",779,"Crédito"
"Banco do Brasil S.A.","Agência número 42 do banco Banco do Brasil S.A.",385435512,4,"Guilherme Sacadura",780,"Crédito"
